parent_uri,parent_label,child_uri,child_label,child_def
http://www.gamaizer.ai/cmo/skill/0724,exploitation minière et extraction,http://www.gamaizer.ai/cmo/skill/fdca2645-4d0d-4537-95d0-00ed70b48988,procédés de distillation du pétrole brut,"Procédé de distillation du pétrole brut à l’aide d’une unité de distillation de pétrole brut (CDU) ou d’une unité de distillation atmosphérique, qui distille les différents constituants du pétrole brut pour les séparer."
http://www.gamaizer.ai/cmo/skill/0729,industries de transformation et de traitement non classés ailleurs,http://www.gamaizer.ai/cmo/skill/13f22eb5-e3a8-405a-9d89-c8124d4a239a,bonnes pratiques de fabrication,Exigences réglementaires et bonnes pratiques de fabrication (BPF) appliquées dans le secteur manufacturier concerné.
http://www.gamaizer.ai/cmo/skill/0729,industries de transformation et de traitement non classés ailleurs,http://www.gamaizer.ai/cmo/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d,économie circulaire,"L’économie circulaire vise à faire en sorte que les matériaux et les produits soient utilisés le plus longtemps possible, en tirant le maximum de valeur de ceux-ci pendant leur utilisation et en les recyclant à la fin de leur cycle de vie. Elle améliore l’efficacité des ressources et aide à réduire la demande de matériaux vierges."
http://www.gamaizer.ai/cmo/skill/0729,industries de transformation et de traitement non classés ailleurs,http://www.gamaizer.ai/cmo/skill/28ad7c97-9fb3-4b1d-846a-654e529ab8ac,fabrication durable,La production de produits manufacturés utilisant un processus de production efficace et durable qui améliore la conservation des ressources naturelles et énergétiques tout en réduisant au minimum les incidences négatives sur l’environnement.
http://www.gamaizer.ai/cmo/skill/0729,industries de transformation et de traitement non classés ailleurs,http://www.gamaizer.ai/cmo/skill/4c2c72df-3f3f-48e7-9993-a602354a75e4,méthode six sigma,Six Sigma est une méthode de gestion des processus qui permet d’accroître les performances et de réduire les variations de processus. L’objectif ultime de cette méthode est de réduire les anomalies et d’améliorer la qualité des produits et des services.
http://www.gamaizer.ai/cmo/skill/0729,industries de transformation et de traitement non classés ailleurs,http://www.gamaizer.ai/cmo/skill/71a495fe-fd76-4a70-8d77-2ef99c5ce30d,exigences relatives à l’emballage de produits,Les exigences en matière d’emballage pour différents types de produits et les matériaux connexes.
http://www.gamaizer.ai/cmo/skill/0729,industries de transformation et de traitement non classés ailleurs,http://www.gamaizer.ai/cmo/skill/9375f778-ed38-41f6-b58f-795cede40e51,stockage étanche à l’air,Techniques d’étanchéité à l’air permettant d’empêcher l’entrée ou l’évacuation de l’air ou du gaz et de prévenir l’humidité et l’intrusion de vermine.
http://www.gamaizer.ai/cmo/skill/0729,industries de transformation et de traitement non classés ailleurs,http://www.gamaizer.ai/cmo/skill/d90e2684-a5f0-45de-a06d-dd97ed6d18e1,fabrication d’articles d’usage quotidien,"La fabrication d’articles utilisés dans la vie quotidienne, dans l’usage personnel ou dans la pratique quotidienne. Ces produits comprennent des équipements de protection, des équipements de dessin, des cachets, des parapluies, des briquets, des paniers, des bougies et de nombreux autres articles divers."
http://www.gamaizer.ai/cmo/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urbanisme,http://www.gamaizer.ai/cmo/skill/27b6623b-e09c-4112-9672-8ddb9e354b9e,utilisation des terres pour la planification d'un aéroport,"Comprendre en profondeur les principes régissant l’utilisation des sols pour les activités humaines à l’intérieur et à proximité des aéroports ; tenir compte de leur impact sur les ressources naturelles telles que l’eau, le sol, les nutriments, la faune et la flore sauvages."
http://www.gamaizer.ai/cmo/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urbanisme,http://www.gamaizer.ai/cmo/skill/5368a46a-54b5-4874-a06f-964d557c1cfb,stratégies en matière d’espaces verts,"La vision des autorités sur la manière d’utiliser leurs espaces verts. Il s’agit notamment des objectifs visés, des ressources, des méthodes, du cadre législatif et du temps nécessaire pour atteindre ces objectifs."
http://www.gamaizer.ai/cmo/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urbanisme,http://www.gamaizer.ai/cmo/skill/538f8bc6-a5bf-422b-8112-5ad3fe9de9a0,durabilité en milieu urbain,"La branche de l’urbanisme qui vise à améliorer les conditions sociales, économiques et environnementales d’une ville."
http://www.gamaizer.ai/cmo/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urbanisme,http://www.gamaizer.ai/cmo/skill/76654176-5cc8-4cb3-b307-4ef1b6c2543c,codes d’urbanisme,"La division des terres en zones où diverses utilisations et activités sont autorisées, telles que les activités résidentielles, agricoles et industrielles. Ces zones sont régies par les procédures législatives et les autorités locales."
http://www.gamaizer.ai/cmo/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urbanisme,http://www.gamaizer.ai/cmo/skill/d846661e-04b8-4b30-8b6b-f3525799fd3a,développement local mené par les acteurs locaux,Une approche de la politique de développement axée sur certaines zones sous-régionales et caractérisée par la participation des acteurs et des groupes d’action locaux pour concevoir des stratégies de développement local intégrées et multisectorielles qui tiennent compte des besoins locaux et du potentiel local.
http://www.gamaizer.ai/cmo/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urbanisme,http://www.gamaizer.ai/cmo/skill/27c7910a-c3b5-4d8d-a713-a6c334929a42,aménagement du territoire,"Domaine d’études interdisciplinaire entre ingénierie et sciences sociales. Il s’agit de la planification des processus économiques, environnementaux et sociaux pour des objectifs spécifiques. Ces processus sont associés à des diagrammes et à une représentation visuelle des activités sociospatiales."
http://www.gamaizer.ai/cmo/skill/5cd1930c-278d-4929-b413-27352f5b3687,faire face à l’incertitude,http://www.gamaizer.ai/cmo/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,réagir aux changements dans le secteur de la santé,"Faire face à la pression, et réagir de manière appropriée et à temps aux situations inattendues et en évolution rapide dans le domaine des soins de santé."
http://www.gamaizer.ai/cmo/skill/113b4428-0a31-4199-8496-070af7854b91,respecter ses engagements,http://www.gamaizer.ai/cmo/skill/194c05ed-253c-485a-8bf0-0c8de1aaafda,respecter un planning de travail,Gérer la séquence des activités afin de mener à bien les travaux sur les délais convenus en suivant un calendrier de travail.
http://www.gamaizer.ai/cmo/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,assurer la gestion de projets,http://www.gamaizer.ai/cmo/skill/1fcce318-3212-487a-ac07-4941bc85060d,mener des activités de projet,Mener des activités de projet sur la base du plan de travail et du calendrier du projet. Contribuer à l’élaboration et à l’exécution de plans de projet.
http://www.gamaizer.ai/cmo/skill/940a70fa-7c58-423b-8d03-34920b59f0f7,gérer des processus,http://www.gamaizer.ai/cmo/skill/31dadcd2-7816-4330-a422-0fc5fb824229,contrôler des procédés de production de textiles,"Effectuer la planification et le suivi de la production textile pour assurer le contrôle de la qualité, de la productivité et des délais de livraison."
http://www.gamaizer.ai/cmo/skill/113b4428-0a31-4199-8496-070af7854b91,respecter ses engagements,http://www.gamaizer.ai/cmo/skill/623c75fa-f9f8-460c-b199-e17480687139,respecter des délais pour la préparation de dossiers juridiques,"Planifier et adapter le calendrier afin de préparer les documents juridiques, de recueillir des informations et des éléments de preuve, et de contacter les clients et les avocats afin de préparer le dossier correctement."
http://www.gamaizer.ai/cmo/skill/113b4428-0a31-4199-8496-070af7854b91,respecter ses engagements,http://www.gamaizer.ai/cmo/skill/7d092d81-d1e2-4c34-b3cb-c1c9f2e68b7d,finaliser un projet en respectant le budget,Veiller à respecter le budget. Adapter le travail et les matériaux au budget.
http://www.gamaizer.ai/cmo/skill/113b4428-0a31-4199-8496-070af7854b91,respecter ses engagements,http://www.gamaizer.ai/cmo/skill/9cfd8148-f8cb-4512-914a-cfbc0ed3dfbb,respecter des engagements dans le secteur de l’hébergement de loisirs,"Exécuter des tâches dans le secteur de l’hébergement de loisirs, telles que le nettoyage des uniformes et du linge de manière disciplinée, fiable et ciblée."
http://www.gamaizer.ai/cmo/skill/08,"agriculture, sylviculture et halieutique et sciences vétérinaires",http://www.gamaizer.ai/cmo/skill/080,"agriculture, sylviculture et halieutique et sciences vétérinaires non définis",
http://www.gamaizer.ai/cmo/skill/08,"agriculture, sylviculture et halieutique et sciences vétérinaires",http://www.gamaizer.ai/cmo/skill/081,agriculture,
http://www.gamaizer.ai/cmo/skill/08,"agriculture, sylviculture et halieutique et sciences vétérinaires",http://www.gamaizer.ai/cmo/skill/082,sylviculture,
http://www.gamaizer.ai/cmo/skill/08,"agriculture, sylviculture et halieutique et sciences vétérinaires",http://www.gamaizer.ai/cmo/skill/083,halieutique,
http://www.gamaizer.ai/cmo/skill/08,"agriculture, sylviculture et halieutique et sciences vétérinaires",http://www.gamaizer.ai/cmo/skill/084,sciences vétérinaires,
http://www.gamaizer.ai/cmo/skill/08,"agriculture, sylviculture et halieutique et sciences vétérinaires",http://www.gamaizer.ai/cmo/skill/088,"programmes interdisciplinaires et certifications impliquant l'agriculture, la sylviculture et l'halieutique et les sciences vétérinaires",
http://www.gamaizer.ai/cmo/skill/08,"agriculture, sylviculture et halieutique et sciences vétérinaires",http://www.gamaizer.ai/cmo/skill/089,"agriculture, sylviculture et halieutique et sciences vétérinaires non classés ailleurs",
http://www.gamaizer.ai/cmo/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,prodiguer des conseils relatifs à la santé et la sécurité,http://www.gamaizer.ai/cmo/skill/0cfc7eb9-2891-4153-b335-6331f381ff05,communiquer les mesures de santé et de sécurité,"Se renseigner sur les règles, lignes directrices et mesures applicables pour éviter les accidents et les dangers sur le lieu de travail."
http://www.gamaizer.ai/cmo/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,prodiguer des conseils relatifs à la santé et la sécurité,http://www.gamaizer.ai/cmo/skill/14d88fae-ead0-4d19-8519-04b154b46987,promouvoir les politiques de santé et de sécurité au sein des services de santé,"Promouvoir le respect de la législation, des politiques, des lignes directrices et des protocoles locaux, régionaux, nationaux et de l’UE en matière de santé et de sécurité."
http://www.gamaizer.ai/cmo/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,prodiguer des conseils relatifs à la santé et la sécurité,http://www.gamaizer.ai/cmo/skill/41437077-2522-49bf-bcb2-083a23d52958,informer sur les normes de sécurité sur le lieu de travail,"Informer les responsables et le personnel en ce qui concerne les normes de santé et de sécurité sur le lieu de travail, en particulier dans le cas d’environnements dangereux, comme dans le secteur de la construction ou de l’industrie minière."
http://www.gamaizer.ai/cmo/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,prodiguer des conseils relatifs à la santé et la sécurité,http://www.gamaizer.ai/cmo/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,promouvoir la santé et la sécurité,Promouvoir l’importance d’un environnement de travail sûr. Former et aider les membres du personnel à participer activement au développement continu d’un environnement de travail sûr.
http://www.gamaizer.ai/cmo/skill/08104c27-d4b2-4d40-ae97-dde65e71712f,prodiguer des conseils relatifs à la santé et la sécurité,http://www.gamaizer.ai/cmo/skill/d0f48427-7987-4f86-b24d-709837a37fd2,participer à l’élaboration de programmes de santé pour le personnel,Soutenir et assister le personnel de santé et de sécurité dans la mise en œuvre de programmes axés sur la santé et le bien-être des travailleurs.
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/2a093fd2-bfed-4506-ab58-257e29e238f0,gestion des pelouses,La plantation et l’entretien du gazon.
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/624fd970-2877-4290-9c01-0dedd5735bfe,types de serres,"Différents types de serres (plastique, verre) et autres installations horticoles (couche chaude de forçage, lits de semences, systèmes d’irrigation, installations de stockage et de protection, etc.)"
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/68a8fc55-1755-40c0-ad3c-ef6371254159,produits phytosanitaires,"Les différents produits utilisés pour traiter et dynamiser les végétaux tels que les engrais, les pulvérisateurs, etc."
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,aéroponie,La culture de végétaux sans utilisation d’un agrégat tel que le sol. Les racines des végétaux sont directement exposées à l’air ou à la brume environnants et irriguées par des solutions de nutriments.
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/a8f1c3cf-bd8b-4c85-80d3-c69955f6bd00,techniques d’élagage,Les techniques d’élimination sélective des parties des arbres et des plantes pour en favoriser la croissance et la régénération.
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/affb720b-98e7-4ae6-b833-b12e94fa8987,hydroponie,"La culture de végétaux hors-sol, à l’aide de solutions de nutriments minéraux."
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/be6eac29-bb46-492d-a511-2438fca420bd,aménagement horticole,"La conception de zones horticoles en tenant compte de facteurs tels que le climat et les microclimats, la topographie et l’orientation, le drainage du site et l’alimentation des nappes phréatiques, les codes municipaux et les codes de construction des ressources, les sols et l’irrigation, l’accès et la circulation des personnes et des véhicules, etc."
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/bf056c12-eaba-4f00-b5a9-c4add7f841f3,matériaux d’aménagement paysager,"Domaine d’information qui distingue certains matériaux nécessaires tels que le bois et les copeaux de bois, le ciment, les galets et le sol à des fins d’aménagement paysager."
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/dcb01a4f-720a-480f-b61a-11a1286d56f3,principes d’horticulture,"Les pratiques horticoles standard, y compris, mais pas uniquement, la plantation, la taille, la taille corrective et la fertilisation."
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/f4b5e3fb-ea82-4307-887a-d1901c7d3a4d,floriculture,"Culture de fleurs et plantes ornementales, y compris les plantes à usage domestique et les plantes en pot."
http://www.gamaizer.ai/cmo/skill/0812,horticulture,http://www.gamaizer.ai/cmo/skill/fe82195e-af26-4156-b554-c724b28fb2fb,types d’élagage,"Différentes approches pour l’élagage des arbres, telles que les coupes d’éclaircie, les coupes, etc."
http://www.gamaizer.ai/cmo/skill/0821,sylviculture,http://www.gamaizer.ai/cmo/skill/2b281511-176e-4f7c-a581-0875d3c4cb51,réglementation forestière,"Les règles juridiques applicables à la foresterie : loi agricole, loi rurale et lois sur la chasse et la pêche."
http://www.gamaizer.ai/cmo/skill/0821,sylviculture,http://www.gamaizer.ai/cmo/skill/31eede0c-9dac-49b8-b61b-1f9f22e79e1e,cynégétique,"Les techniques, procédures et législations relatives à la chasse d’animaux tels que la faune sauvage et les oiseaux pour l’obtention de denrées alimentaires et d’aliments pour animaux, mais aussi à des fins récréatives, commerciales et de gestion de la faune sauvage."
http://www.gamaizer.ai/cmo/skill/0821,sylviculture,http://www.gamaizer.ai/cmo/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,gestion durable des forêts,"La gérance et l’utilisation de terrains boisés d’une manière et à une intensité telles qu’ils maintiennent leur productivité, leur diversité biologique, leur capacité de régénération, leur vitalité et leur capacité à satisfaire, actuellement et pour le futur, les fonctions écologiques, économiques et sociales pertinentes, aux niveaux local, national et mondial; et qu’ils ne causent pas de préjudices à d’autres écosystèmes."
http://www.gamaizer.ai/cmo/skill/0821,sylviculture,http://www.gamaizer.ai/cmo/skill/705f5906-9b08-4562-9544-46f6ab944a7e,conservation des forêts,La pratique consistant à planter et à entretenir des zones forestières afin de préserver et de protéger les forêts ainsi que l’environnement.
http://www.gamaizer.ai/cmo/skill/0821,sylviculture,http://www.gamaizer.ai/cmo/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb,agroforesterie,L’application de systèmes et de technologies de gestion des terres qui intègrent les arbres et autres plantes vivaces ligneuses avec l’exploitation de terres cultivées traditionnelle afin d’assurer une production agricole tout en garantissant la protection de l’environnement naturel.
http://www.gamaizer.ai/cmo/skill/0821,sylviculture,http://www.gamaizer.ai/cmo/skill/bc9f3c50-ff9f-42b5-a2e9-c388779c707b,principes de repérage,"Les différents éléments permettant de préciser le lieu où se trouve un animal ou une personne, en lisant et en interprétant les pistes et les traces laissées, telles que les empreintes de pieds, de pattes, les fèces ou la perturbation de l’environnement direct. Un autre élément important est l’âge et la taille des voies."
http://www.gamaizer.ai/cmo/skill/0821,sylviculture,http://www.gamaizer.ai/cmo/skill/e381f278-7218-4f30-a7b6-34dc3eb7e4a8,reboisement,"Méthodes de rétablissement de zones déboisées pour inverser la destruction des forêts et reconstituer un nombre important d’hectares. Des stratégies telles que la plantation de nouveaux arbres, la protection des écosystèmes contre la destruction ou l’ensemencement font partie de ces méthodes de reboisement."
http://www.gamaizer.ai/cmo/skill/0821,sylviculture,http://www.gamaizer.ai/cmo/skill/e52c1125-1d27-4e3d-afc9-761ee5f678b3,préservation et conservation des arbres,Les exigences environnementales pour la préservation et la conservation des arbres.
http://www.gamaizer.ai/cmo/skill/0821,sylviculture,http://www.gamaizer.ai/cmo/skill/e8488824-3865-4d2a-97e9-fe4647d6add3,exploitation forestière,"Le processus d’abattage et de coupe d’arbres et leur transformation en bois, y compris l’abattage et le traitement mécaniques."
http://www.gamaizer.ai/cmo/skill/e286eddc-75e5-4ae3-966b-ec89c1c046ba,anatomie des animaux,http://www.gamaizer.ai/cmo/skill/9eb2cbeb-1501-455a-a82b-402857bb1fb8,appareil reproducteur des animaux,"L’anatomie de l’appareil génital et le cycle de reproduction des animaux, la physiologie et l’endocrinologie animales."
http://www.gamaizer.ai/cmo/skill/e286eddc-75e5-4ae3-966b-ec89c1c046ba,anatomie des animaux,http://www.gamaizer.ai/cmo/skill/cf53cd5b-d745-4398-bf4a-8ab496e49a4a,neurophysiologie des animaux,"La spécialisation de la médecine vétérinaire, qui traite de l’étude du fonctionnement du système nerveux des animaux, y compris le fonctionnement de la conduction nerveuse et des canaux ioniques, les réponses massées des troncs nerveux, les marches et les noyaux de fibres, les fonctions synaptiques inhibitrices et conjoncturelles, ainsi que les jonctions neuromusculaires, les différents types d’unités de moteur et le contrôle des véhicules à moteur, et le cervelet."
http://www.gamaizer.ai/cmo/skill/1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9,utiliser des technologies numériques de façon créative,http://www.gamaizer.ai/cmo/skill/736ef286-fbd3-4e5c-a4b4-d1e2008c9898,planifier des stratégies de marketing numérique,"Mettre au point des stratégies de marketing numérique à des fins tant de loisirs que d’affaires, créer des sites web et gérer la technologie mobile et les réseaux sociaux."
http://www.gamaizer.ai/cmo/skill/09,santé et protection sociales,http://www.gamaizer.ai/cmo/skill/090,santé et protection sociales non définis,
http://www.gamaizer.ai/cmo/skill/09,santé et protection sociales,http://www.gamaizer.ai/cmo/skill/091,santé,
http://www.gamaizer.ai/cmo/skill/09,santé et protection sociales,http://www.gamaizer.ai/cmo/skill/092,protection sociale,
http://www.gamaizer.ai/cmo/skill/09,santé et protection sociales,http://www.gamaizer.ai/cmo/skill/098,programmes interdisciplinaires et certifications impliquant la santé et la protection sociales,
http://www.gamaizer.ai/cmo/skill/09,santé et protection sociales,http://www.gamaizer.ai/cmo/skill/099,santé et protection sociales non classés ailleurs,
http://www.gamaizer.ai/cmo/skill/091,santé,http://www.gamaizer.ai/cmo/skill/0910,santé non définie,
http://www.gamaizer.ai/cmo/skill/091,santé,http://www.gamaizer.ai/cmo/skill/0911,études dentaires,"Dental studies are the study of diagnosing, treating and preventing diseases and abnormalities of the teeth and gums. It includes the study of designing, making and repairing dental prostheses and orthodontic appliances. It also includes the study of providing assistance to dentists.
Programmes and qualifications with the following main content are classified here:
Dental assisting
Dental hygiene
Dental laboratory technology
Dental nursing
Dental science
Dental surgery
Dental technology
Odontology
Oral surgery
Orthodontics

=== Inclusions
Study of public dental health is included here."
http://www.gamaizer.ai/cmo/skill/091,santé,http://www.gamaizer.ai/cmo/skill/0912,médecine,"Medicine is the study of the principles and procedures used in preventing, diagnosing, caring for and treating illness, disease and injury in humans and the maintenance of general health. Principally, this detailed field consists of training of physicians/doctors.
Programmes and qualifications with the following main content are classified here:
Anaesthetics
Forensic medicine
Forensic pathology
General medicine
Gerontology
Gynaecology
Medical science
Medical training
Medicine
Paediatrics
Psychiatry
Surgery
Training of physicians/doctors"
http://www.gamaizer.ai/cmo/skill/091,santé,http://www.gamaizer.ai/cmo/skill/0913,soins infirmiers et formation de sages-femmes,"Nursing is the study of providing health care for the sick, disabled or infirm and assisting physicians and other medical and health professionals diagnose and treat patients. The focus of qualifications in nursing is maintaining and caring for the health of patients during illness and rehabilitation. It includes health care of old people and health care of the disabled. Midwifery is the study of providing care to childbearing women during pregnancy, labour and birth and during the postpartum period. It also includes caring for the new born and assisting the mother with breast feeding.
Programmes and qualifications with the following main content are classified here:
Assistant nursing
Basic nursing
General nursing
Health care of old people
Heath care of the disabled
Health care programmes
Infant hygiene (nursing)
Midwifery
Nursing aide/Orderly
Psychiatric nursing
Specialised nursing

=== Inclusions
Care programmes comprising both health care and social care e.g. for old people, are included here.

=== Exclusions
Veterinary nursing is excluded from this detailed field and is included in detailed field 0841 'Veterinary'.
Dental nursing is excluded from this detailed field and is included in detailed field 0911 'Dental studies'.
Non-medical care of children (not health care) is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.
Non-medical care of the elderly (not health care) is excluded from this detailed field and included in detailed field 0921 'Care of the elderly and disabled adults'."
http://www.gamaizer.ai/cmo/skill/091,santé,http://www.gamaizer.ai/cmo/skill/0914,diagnostic médical et technologie de traitement,"Medical diagnostic and treatment technology is the study of a wide range of technologies used for diagnosing and treating diseases and handicaps.
Programmes and qualifications with the following main content are classified here:
Ambulance technology
Hearing aid technology
Medical laboratory technology
Optical technology
Prosthetic technology
Radiology technology
Radiotherapy
X-ray technology (medical)

=== Exclusions
Study of laboratory technology is excluded from this detailed field if emphasis is not given to medical laboratory technology. General laboratory technology is included in detailed field 0711 'Chemical engineering and processes'. Laboratory technology where emphasis is given to other specific applications (biology, chemistry, physics etc) is included in the appropriate detailed field (0511, 0531, 0533 etc.).
Study of dental technology is excluded from this detailed field and included in detailed field 0911 'Dental studies'."
http://www.gamaizer.ai/cmo/skill/091,santé,http://www.gamaizer.ai/cmo/skill/0915,thérapie et rééducation,"Therapy and rehabilitation is the study of restoring normal physical conditions to those incapacitated by temporary or permanent disability.
Programmes and qualifications with the following main content are classified here:
Dietician programmes
Medical massage
Nutrition/Dietetics
Occupational therapy
Physiotherapy
Rehabilitation
Speech therapy

=== Exclusions
Study of psychotherapy is excluded from this detailed field and included in detailed field 0313 'Psychology'.
Study of nutrition science is excluded from this detailed field and included in narrow field 051 'Biological and related sciences'."
http://www.gamaizer.ai/cmo/skill/091,santé,http://www.gamaizer.ai/cmo/skill/0916,pharmacie,"Pharmacy is the study of drugs and their effects on humans. It includes their preparation, dispensing and administration.
Programmes and qualifications with the following main content are classified here:
Dispensing pharmacy
Pharmacy

=== Exclusions
Study of pharmacology is excluded from this detailed field and included in detailed field 0511 'Biology'."
http://www.gamaizer.ai/cmo/skill/091,santé,http://www.gamaizer.ai/cmo/skill/0917,médecine et thérapies traditionnelles et complémentaires,"Traditional and complementary medicine is the study of alternative medicine.
Programmes and qualifications with the following main content are classified here:
Acupuncture and oriental medicine
Aromatherapy
Ayurvedic medicine
Herbalism
Herbology
Holistic medicine
Homeopathic medicine
Traditional medicine, for example Chinese"
http://www.gamaizer.ai/cmo/skill/091,santé,http://www.gamaizer.ai/cmo/skill/0919,santé non classée ailleurs,
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/01d80f57-3906-44e9-8592-fd1bd8a35808,sciences médico-biologiques et médicales en lien avec l’odontologie,"La composante comportementale et l’environnement social qui ont une incidence sur la santé des personnes, sur le plan dentaire."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/1334fb4f-8554-417b-be8e-93bdec4be6f1,"chirurgie maxillo-faciale, buccale et dentaire","La chirurgie maxillo-faciale, buccale et dentaire est une spécialité médicale mentionnée dans la directive 2005/36/CE."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/1496ae24-9ccb-4470-8ed0-5b7b64253b35,chirurgie buccale,"Traitement des maladies, lésions et défauts affectant la région maxillo-faciale (visage et mâchoires) et la région buccale, tels que les tissus mous et durs de la bouche."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/469a0364-5a68-46db-882a-4e30ee97aae6,composants d’instruments dentaires,"Les différents composants et matériaux nécessaires à la création d’un instrument dentaire spécifique. Ces matériaux et composants varient selon qu’il s’agit d’instruments dentaires électromédicaux, tels que les forets et les lasers dentaires, ou d’instruments non électriques, tels que les miroirs et les sondes dentaires."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/476015fc-ab0d-462b-83bb-0354e2d48610,procédures esthétiques dentaires,"Les procédures et traitements de cosmétique dentaire qui améliorent l’aspect des dents des patients, tels que blanchiment, remodelage et restaurations adhésives, facettes, incrustations et plombages esthétiques ainsi que la pose de couronnes dentaires en porcelaine."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/4cb4178d-077a-42f0-9b09-b09b14c28756,orthodontie,"La prévention ou la correction des irrégularités de la dentition à travers l’examen, le diagnostic et le traitement des anomalies dentaires et de la cavité buccale, généralement par l’application d’appareils dentaires."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/905b5971-6b18-4719-86f8-edfe4b65c5e4,anatomie dentaire,"Le développement, l’aspect, la classification, la fonction et les caractéristiques des dents et leur position dans la bouche."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/b8990fac-b9d6-4c9a-980c-fd6753757106,odontologie,"Les sciences sur lesquelles se fonde la dentisterie et une compréhension des méthodes scientifiques, telles que les principes de la mesure des fonctions biologiques, l’évaluation des faits établis scientifiquement et l’analyse des données."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/c35fc70f-20b6-4798-8907-510c736c41ab,disciplines cliniques en odontologie,"Les disciplines et méthodes cliniques donnant une image cohérente des anomalies, des lésions et des maladies des dents, de la bouche, des mâchoires et des tissus attenants ainsi que de l’odontologie préventive, diagnostique et thérapeutique."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/d27b95e8-93c1-4e59-a51c-fafd3126be83,types de placages,"Les propriétés et finalités des différents types de placages, tels que placage brut, à support papier ou placage reconstitué."
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/e929af6c-9e6d-4c61-bf9c-7c3d99e2a8ed,chirurgie maxillo-faciale et stomatologie,La chirurgie maxillo-faciale est une spécialité médicale mentionnée dans la directive 2005/36/CE.
http://www.gamaizer.ai/cmo/skill/0911,études dentaires,http://www.gamaizer.ai/cmo/skill/ef0c52b6-8225-4b65-ba83-5164d0528d1c,anatomie buccale,"La structure et la fonction des dents, de la bouche, des mâchoires et des tissus attenants, sains et malades, ainsi que leur lien avec l’état de santé général et le bien-être physique et social du patient."
http://www.gamaizer.ai/cmo/skill/1236128d-9bb4-4d94-bc1e-40fd14824280,médicaments,http://www.gamaizer.ai/cmo/skill/00506f28-e884-4496-800c-3477c67eb355,médecine sportive,La prévention et le traitement des blessures ou problèmes de santé résultant d’une activité physique ou d’un sport.
http://www.gamaizer.ai/cmo/skill/1236128d-9bb4-4d94-bc1e-40fd14824280,médicaments,http://www.gamaizer.ai/cmo/skill/08f85a8c-c50c-4c97-b456-2fdda7f6a973,médecine préventive,Mesures prises pour la prévention des maladies dans une zone spécifique ou pour un groupe de personnes.
